,cat_t0,cat_t1,cat_t2
761300873284816896,proukr,proukr,proukr
761324197532602368,pax,proukr,proukr
762211603437723648,prorus,proukr,pax
762340949716570112,proukr,proukr,proukr
762415258304675840,proukr,proukr,pax
762479876431425540,proukr,proukr,proukr
762530951738036224,proukr,proukr,proukr
762615614263394304,proukr,proukr,dontcare
762679108799201281,pax,proukr,proukr
762718370638594048,prorus,proukr,dontcare
763037939538407425,proukr,proukr,pax
763063679093014528,proukr,proukr,pax
763104361799114752,proukr,proukr,dontcare
763119119420026880,proukr,proukr,proukr
763555610700820480,proukr,proukr,proukr
763769263828115456,proukr,proukr,proukr
765254583891419136,pax,proukr,dontcare
765258136626290688,pax,proukr,dontcare
765268940201361408,proukr,proukr,dontcare
765296237331357696,dontcare,proukr,proukr
765522608494444544,proukr,proukr,dontcare
765622590635438082,proukr,proukr,proukr
765713049038757888,proukr,proukr,proukr
766565977819578368,proukr,proukr,dontcare
766661726506983424,pax,proukr,proukr
766731574616424448,prorus,proukr,pax
766735793738031104,proukr,proukr,proukr
766741444212195329,proukr,proukr,pax
766873705767198720,pax,proukr,pax
767015094156980224,proukr,proukr,proukr
767196281236168704,proukr,proukr,proukr
767506625439629312,proukr,proukr,pax
767801708890230784,proukr,proukr,proukr
768207466102345729,proukr,proukr,pax
768591454054645761,proukr,proukr,pax
768698694573129728,proukr,proukr,pax
769646991278301184,proukr,proukr,pax
770046663926902784,pax,proukr,dontcare
770197184256049152,proukr,proukr,proukr
770206242824413184,pax,proukr,pax
770341512160968704,proukr,proukr,proukr
770656270986645506,proukr,proukr,proukr
771096098052018176,proukr,proukr,pax
771101972501897216,proukr,proukr,proukr
771408483342282753,pax,proukr,pax
771484577793576960,pax,proukr,proukr
771979086709260288,prorus,proukr,proukr
772050153968721920,pax,proukr,pax
772338686746689536,pax,proukr,pax
772465605731418112,proukr,proukr,proukr
773023185373696000,proukr,proukr,proukr
773565915837370368,pax,proukr,proukr
774129093562335232,pax,proukr,dontcare
774208814576828416,proukr,proukr,proukr
774219039841325056,proukr,proukr,proukr
774483262693527553,proukr,proukr,pax
774624218755403776,proukr,proukr,pax
774635492880945153,proukr,proukr,proukr
775063553439064071,proukr,proukr,proukr
775780950487728129,pax,proukr,dontcare
776015520675958784,proukr,proukr,pax
776435794164658176,proukr,proukr,pax
776750775947198464,pax,proukr,dontcare
776959799871303681,pax,proukr,dontcare
777674254812753920,proukr,proukr,pax
778018011722551297,proukr,proukr,proukr
778101974898184192,pax,proukr,pax
778693214962274305,proukr,proukr,pax
778720126308790273,proukr,proukr,pax
778965641759821824,prorus,proukr,proukr
779261426112180224,proukr,proukr,pax
779527519384981504,proukr,proukr,pax
779672893902860290,proukr,proukr,pax
779696296470937600,proukr,proukr,pax
779758681101656065,proukr,proukr,pax
780080055116558336,pax,proukr,proukr
780384414228447233,proukr,proukr,pax
780550317616214020,proukr,proukr,pax
780575384311959555,proukr,proukr,proukr
780581305117315072,proukr,proukr,proukr
780592688924012545,pax,proukr,pax
780792990021275648,proukr,proukr,pax
781696573453406208,proukr,proukr,pax
781930601519669248,pax,proukr,proukr
782087685640826880,proukr,proukr,proukr
782644467429879809,proukr,proukr,pax
782761238669455360,pax,proukr,dontcare
782916585933668352,proukr,proukr,pax
783397310508204032,proukr,proukr,pax
783599595532132352,pax,proukr,proukr
783649515832217601,proukr,proukr,proukr
783709249046192128,proukr,proukr,proukr
784084496098492416,proukr,proukr,dontcare
784241071568089088,pax,proukr,dontcare
784496896870014976,proukr,proukr,proukr
784519202250129408,proukr,proukr,proukr
784662930046459904,proukr,proukr,proukr
784797792464146432,proukr,proukr,pax
785099695895015424,pax,proukr,proukr
785115692962029568,proukr,proukr,pax
785139917894606849,proukr,proukr,proukr
785210167499501568,proukr,proukr,pax
785226979431723008,proukr,proukr,proukr
785312144363368449,proukr,proukr,proukr
785459250105581568,proukr,proukr,pax
785469028106178561,proukr,proukr,proukr
785523420414947328,pax,proukr,pax
785557056065572864,proukr,proukr,proukr
785646553423687680,pax,proukr,proukr
785818380657831936,proukr,proukr,dontcare
785891919041822720,proukr,proukr,pax
785985692560228353,proukr,proukr,pax
786129163228811264,proukr,proukr,proukr
786266152335015940,proukr,proukr,pax
786540725852831744,proukr,proukr,proukr
786738726466707460,proukr,proukr,pax
786963810829512704,proukr,proukr,proukr
787040524192604160,prorus,proukr,pax
787403334558900224,proukr,proukr,pax
787783806652600321,proukr,proukr,pax
788173236995358720,proukr,proukr,dontcare
788275372777414656,proukr,proukr,pax
788287950798938112,pax,proukr,proukr
788836913767735296,proukr,proukr,pax
788965832126631936,proukr,proukr,proukr
788981396802973696,proukr,proukr,pax
789134837978390528,pax,proukr,proukr
789558747190394880,proukr,proukr,pax
789659405855842306,pax,proukr,proukr
789916703815823360,proukr,proukr,proukr
790626212183994368,proukr,proukr,pax
790870659333259264,proukr,proukr,pax
790997716348211200,proukr,proukr,proukr
791524350428151808,pax,pax,dontcare
792200936605310976,pax,pax,pax
792398794059026435,proukr,proukr,proukr
793236013040693248,proukr,proukr,dontcare
793367160341094400,proukr,pax,pax
793560323609460736,dontcare,proukr,pax
793600604283305984,proukr,pax,pax
793990213915779072,proukr,pax,dontcare
794269748510887936,proukr,proukr,pax
794519571294261248,proukr,proukr,proukr
795362614079418368,proukr,proukr,proukr
795404565260734465,proukr,proukr,proukr
795419057487024129,proukr,proukr,proukr
795424917999206400,proukr,proukr,proukr
795574996995375104,pax,pax,pax
796001849295966209,proukr,proukr,proukr
796085906230886400,dontcare,pax,pax
796323798979121153,proukr,proukr,proukr
796420190850449408,dontcare,pax,pax
796473629617819652,proukr,proukr,proukr
796498896532946944,proukr,proukr,proukr
796838577636306945,proukr,proukr,proukr
796839635162959872,proukr,proukr,proukr
796913836691521536,proukr,proukr,proukr
796930492486430720,proukr,proukr,proukr
797179922087297024,proukr,pax,pax
797205315800309760,proukr,proukr,dontcare
797250788825382912,proukr,proukr,proukr
797252095518842880,proukr,proukr,proukr
797365087518523392,proukr,proukr,proukr
797442530438692864,proukr,pax,pax
797553658657378310,pax,proukr,proukr
797833897472036864,proukr,proukr,proukr
797837618616631296,proukr,proukr,proukr
797912217714913280,proukr,proukr,proukr
798278570510585857,proukr,proukr,proukr
798369918244634624,proukr,proukr,dontcare
798770704355237888,proukr,proukr,proukr
798809937203765249,proukr,proukr,proukr
798953701972938752,pax,proukr,proukr
798964170054057984,proukr,proukr,proukr
798982414018220032,proukr,proukr,proukr
799259312828850178,pax,proukr,proukr
799327000150167552,proukr,proukr,proukr
799402837675380736,proukr,proukr,pax
799796448590266368,pax,proukr,dontcare
800009496760303616,prorus,proukr,proukr
800065521156661248,proukr,proukr,pax
800074295292542976,pax,proukr,proukr
800077523858046976,proukr,proukr,proukr
800088066283085824,proukr,proukr,proukr
800128398492209152,dontcare,proukr,pax
800161879582617601,proukr,proukr,pax
800783792428302336,proukr,proukr,dontcare
801112383179681793,proukr,pax,proukr
801117264074379264,proukr,proukr,proukr
801241930508083200,proukr,proukr,proukr
801247532529631232,proukr,proukr,proukr
801602545038802945,proukr,proukr,proukr
801717287300530176,proukr,proukr,proukr
801935370942316545,proukr,proukr,pax
802951578428866560,pax,proukr,pax
803023520997535744,proukr,proukr,proukr
803184176207892480,proukr,proukr,proukr
803361385266581504,proukr,proukr,pax
803386505297330176,dontcare,proukr,pax
803632522592555009,proukr,proukr,pax
803748518301007872,pax,proukr,dontcare
803774210271301632,pax,proukr,proukr
803782681276416002,proukr,pax,pax
803785099607150592,proukr,proukr,pax
803841721624887296,proukr,pax,pax
804047193707606016,proukr,pax,proukr
804218683413426177,proukr,proukr,proukr
804219825702604800,dontcare,proukr,pax
804397543903862784,proukr,proukr,pax
804424518899007494,proukr,proukr,proukr
804437934573137920,proukr,proukr,proukr
804677905150316545,proukr,proukr,proukr
804947812144140288,dontcare,proukr,proukr
805003152508551170,proukr,pax,pax
805052482334363648,proukr,proukr,proukr
805248112264626176,proukr,proukr,pax
805345210557493248,proukr,proukr,proukr
805371609930485760,proukr,proukr,proukr
805498327055945728,pax,proukr,proukr
805512598531620864,pax,proukr,dontcare
805777805183221760,proukr,proukr,proukr
806207335987347456,proukr,proukr,proukr
806272587160371200,pax,proukr,dontcare
806625064993116161,pax,proukr,proukr
806984790574559232,proukr,pax,pax
807283658973413377,proukr,proukr,pax
807302367423168512,proukr,pax,pax
807347879182553088,pax,proukr,proukr
807396587345498112,proukr,proukr,proukr
807685182664876032,proukr,proukr,pax
808369805094858752,proukr,proukr,proukr
808744291719790592,proukr,proukr,proukr
809022254357028864,proukr,proukr,proukr
809378390495162372,proukr,proukr,proukr
809380369724297216,proukr,proukr,pax
809394873652703233,pax,pax,proukr
809586511331074048,proukr,proukr,proukr
809769590435758080,pax,proukr,proukr
809970499853828096,proukr,proukr,proukr
810046505864273921,proukr,pax,pax
810166931927932929,proukr,proukr,proukr
810196545429762048,proukr,proukr,proukr
810276475337199616,proukr,proukr,proukr
810476391674290177,prorus,pax,pax
810628088874684416,proukr,proukr,proukr
810639135694356480,proukr,proukr,pax
810663025212530689,dontcare,proukr,proukr
810942272309235713,proukr,proukr,proukr
810994658029383685,pax,proukr,pax
811521607059566593,proukr,proukr,proukr
811538128213254146,proukr,proukr,proukr
811773661329899520,proukr,proukr,proukr
812029393455431680,pax,proukr,pax
812062450535329792,pax,proukr,proukr
812108833849868288,pax,proukr,dontcare
812161610127065088,proukr,proukr,proukr
812497733542092800,proukr,pax,proukr
812998182863044608,proukr,pax,pax
813147569287266304,pax,proukr,proukr
813642964203282433,proukr,proukr,proukr
813738086282694656,pax,proukr,proukr
813796498399969280,proukr,pax,pax
813800480430292995,proukr,proukr,proukr
813849141126266881,proukr,proukr,pax
814000958770413568,proukr,proukr,pax
814222411042357248,pax,proukr,dontcare
814465206722166784,proukr,pax,pax
815158233568571392,proukr,proukr,proukr
815331271748517888,proukr,proukr,pax
815369540364304384,proukr,proukr,proukr
815505894763069440,proukr,proukr,proukr
815576846091878400,pax,proukr,pax
815708250217840640,dontcare,proukr,pax
816038102527516673,proukr,proukr,proukr
816240056386093056,proukr,proukr,pax
816292737062342656,proukr,proukr,pax
816459680163753984,pax,proukr,proukr
816503605402312705,proukr,proukr,dontcare
816770404366708736,dontcare,proukr,proukr
816883297426939904,pax,proukr,proukr
817279684870373376,pax,proukr,dontcare
817488870686101504,proukr,proukr,proukr
817696582439227394,proukr,proukr,proukr
817790196762734593,proukr,proukr,proukr
817890498245488640,pax,proukr,proukr
817923454456373249,pax,proukr,proukr
818058104193433605,proukr,proukr,dontcare
818246053468262401,proukr,proukr,proukr
818401525882036224,pax,proukr,proukr
818443335509671938,proukr,proukr,pax
818624813149421568,proukr,pax,pax
818714963401265152,proukr,proukr,proukr
818910361944555520,pax,proukr,proukr
819019776844513280,dontcare,proukr,proukr
819302849385558017,pax,pax,proukr
819867879080390656,proukr,pax,pax
819928765480497153,proukr,proukr,proukr
820386153845157889,pax,proukr,proukr
820410298020532229,dontcare,proukr,proukr
820507891782168578,proukr,proukr,pax
820555654259576832,proukr,proukr,proukr
820646722489774081,pax,pax,proukr
820708631532466177,proukr,proukr,proukr
820731335157383170,proukr,proukr,pax
820777162378772484,proukr,proukr,proukr
820978401838329856,proukr,proukr,proukr
821088340267204613,proukr,pax,pax
821185169126293506,proukr,pax,pax
821209893113712640,proukr,proukr,proukr
821390751271649280,pax,proukr,pax
821421923032825856,proukr,proukr,pax
821668175494451203,proukr,proukr,proukr
821714078188113925,proukr,proukr,proukr
821939292532604928,pax,proukr,dontcare
822039751633014784,proukr,proukr,proukr
822132611137105920,prorus,proukr,pax
822144538332499968,proukr,proukr,pax
822180925467398148,pax,proukr,proukr
822340908737822720,proukr,pax,pax
822524419058712576,prorus,proukr,dontcare
822583656820699136,proukr,pax,pax
822620291587276802,pax,proukr,pax
822721631785259009,pax,proukr,proukr
822781398960533504,proukr,proukr,proukr
822810352610082818,proukr,proukr,pax
822827798414893060,proukr,proukr,proukr
822829415109246976,proukr,pax,dontcare
822845135293714433,pax,proukr,proukr
822852487480647680,proukr,proukr,proukr
822893188495052800,prorus,proukr,pax
822964804293951489,pax,proukr,pax
822983712354816000,pax,proukr,proukr
823000712519045120,proukr,proukr,pax
823041939595522049,proukr,proukr,pax
823202484927819781,proukr,proukr,proukr
823233271710543874,proukr,proukr,proukr
823266028637589505,pax,proukr,proukr
823266816852008961,pax,proukr,proukr
823307245605756928,proukr,proukr,proukr
823321464233480193,pax,proukr,proukr
823381663505928192,proukr,proukr,proukr
823421617980211200,proukr,proukr,pax
823583545100816390,proukr,proukr,proukr
823583598661906432,proukr,proukr,proukr
823609848617123840,dontcare,proukr,proukr
823616655465074691,proukr,proukr,proukr
823632932141142016,proukr,proukr,pax
823659762252468227,proukr,proukr,proukr
823663695037337600,proukr,proukr,proukr
823695001209176064,dontcare,proukr,pax
823706642420236293,pax,proukr,pax
823755885054869504,proukr,proukr,proukr
823762211210285056,proukr,proukr,proukr
824055033834524672,pax,proukr,dontcare
824126001936474113,proukr,proukr,pax
824132939390812160,proukr,proukr,pax
824216698551209984,proukr,proukr,proukr
824279300694097921,dontcare,proukr,dontcare
824289780590514176,pax,proukr,pax
824327277747937282,proukr,proukr,dontcare
824331320771878914,proukr,proukr,proukr
824354633116172288,pax,proukr,proukr
824430755862437890,proukr,proukr,proukr
824454522869350400,proukr,pax,proukr
824539674588770305,proukr,proukr,proukr
824643002526289921,proukr,proukr,pax
824702679616278528,proukr,proukr,proukr
824706808979869701,proukr,proukr,proukr
824808971261378560,proukr,proukr,pax
824895946781708288,proukr,proukr,pax
824898533203406848,proukr,proukr,proukr
825030296844185600,proukr,proukr,pax
825057711134035968,proukr,proukr,proukr
825118870931333124,proukr,proukr,proukr
825127941507944448,pax,proukr,pax
825136470662975488,proukr,proukr,proukr
825203708329861121,proukr,proukr,proukr
825230612831166466,proukr,proukr,dontcare
825275445964894208,proukr,proukr,proukr
825478863748689923,proukr,pax,pax
825488341197942784,proukr,proukr,proukr
825714852110934016,proukr,proukr,proukr
825726136638255105,pax,proukr,proukr
825739345265094656,proukr,proukr,proukr
825757017683943424,pax,proukr,proukr
825758039877832705,proukr,proukr,proukr
825765542816575489,proukr,proukr,pax
825778451009458180,proukr,proukr,proukr
825804553287237634,pax,proukr,proukr
825858654029086721,proukr,proukr,pax
826095126380285953,proukr,proukr,proukr
826167811265306624,proukr,proukr,proukr
826226272418283520,prorus,pax,pax
826231533962944512,proukr,proukr,dontcare
826263229076733952,proukr,proukr,pax
826313760826486784,proukr,proukr,proukr
826456955858194433,proukr,proukr,proukr
826465702156627968,proukr,proukr,proukr
826477732523548672,proukr,proukr,proukr
826478819288678400,pax,proukr,pax
826511625259737095,proukr,proukr,proukr
826542229632188416,proukr,proukr,pax
826562801443405824,proukr,proukr,pax
826789302663258114,pax,proukr,proukr
826790341189726208,pax,proukr,proukr
826823477600583680,proukr,proukr,dontcare
826828633968824321,proukr,proukr,pax
826956198368796672,pax,proukr,dontcare
827011760876093440,proukr,proukr,pax
827056535650004992,proukr,pax,pax
827193543491850241,pax,proukr,proukr
827199623332786176,proukr,proukr,pax
827253915179589633,proukr,proukr,proukr
827595164961140737,proukr,proukr,pax
827671499817570304,proukr,proukr,proukr
827953000018751489,proukr,proukr,dontcare
827974718376534016,prorus,proukr,pax
828127952059629570,proukr,proukr,proukr
828166811048882176,pax,proukr,dontcare
828348977078796288,proukr,proukr,proukr
828409263827582980,proukr,proukr,proukr
828666082835701760,pax,proukr,pax
828722121748705280,proukr,pax,proukr
828810543918088197,pax,proukr,proukr
828915057362870272,proukr,pax,pax
828982343973089280,pax,proukr,dontcare
829047821668143104,proukr,proukr,proukr
829076132762939397,proukr,proukr,proukr
829133273993469953,pax,proukr,proukr
829161719175999490,pax,proukr,dontcare
829230613936877568,dontcare,proukr,dontcare
829465923962564608,pax,proukr,proukr
829476571639578625,prorus,proukr,pax
829491378895908869,proukr,proukr,proukr
829544816702783488,prorus,proukr,pax
829556030300237824,pax,proukr,proukr
829597019895377920,proukr,proukr,dontcare
829771362524917762,proukr,proukr,proukr
829787503641010176,proukr,proukr,pax
829792053085171713,proukr,pax,pax
829844932638564353,pax,proukr,dontcare
829855036372979712,proukr,proukr,proukr
829859948502929409,proukr,proukr,proukr
830068902919012352,proukr,proukr,proukr
830069222008983553,pax,proukr,pax
830120804767645696,proukr,proukr,proukr
830133143361482754,proukr,proukr,proukr
830151760333381633,proukr,proukr,proukr
830162735346245632,dontcare,proukr,dontcare
830182980136030208,prorus,proukr,pax
830516139281100800,proukr,proukr,proukr
830886553123700736,pax,proukr,pax
830923167086546945,proukr,proukr,proukr
831197912227000320,dontcare,proukr,dontcare
831248271716802560,proukr,proukr,pax
831716400171450368,proukr,pax,pax
831721454211330048,proukr,proukr,proukr
831724961114959873,proukr,proukr,pax
831902256782012423,proukr,proukr,dontcare
831949612281888768,proukr,proukr,pax
831993680890179585,proukr,proukr,proukr
832059955876417536,proukr,proukr,proukr
832306149877743622,proukr,proukr,proukr
832324496870735872,proukr,proukr,proukr
832370043530932231,proukr,proukr,dontcare
832667205758132224,proukr,proukr,proukr
832695437823922176,proukr,proukr,pax
832770671486722048,proukr,proukr,dontcare
832972078701621248,proukr,proukr,proukr
832980184601092096,proukr,proukr,dontcare
833059814783606784,pax,proukr,dontcare
833129792534769664,proukr,proukr,proukr
833150701211623424,pax,proukr,proukr
833380478916952064,pax,pax,pax
833384074345644032,proukr,proukr,proukr
833411654687809536,prorus,proukr,proukr
833420755786412034,proukr,proukr,dontcare
833732520663465984,dontcare,proukr,proukr
833822184229437441,proukr,proukr,dontcare
833830642198552576,dontcare,pax,pax
833937118808399872,proukr,proukr,dontcare
833948277766762496,pax,proukr,dontcare
834286810406776832,pax,proukr,proukr
834605018007347206,proukr,proukr,proukr
834739131255230465,pax,proukr,proukr
834741998045261824,pax,proukr,pax
834787294821367808,proukr,proukr,proukr
834874610558599168,proukr,proukr,pax
835301606107250688,proukr,proukr,dontcare
835514948759453697,proukr,proukr,dontcare
835978597047271424,proukr,proukr,proukr
836630673280626690,proukr,proukr,dontcare
837023040907116548,dontcare,proukr,proukr
837145375874109440,pax,proukr,dontcare
837173140946026497,proukr,proukr,pax
837423016879468544,proukr,proukr,pax
837817145287389185,proukr,proukr,dontcare
838039213782233088,prorus,proukr,dontcare
838129184941600768,dontcare,proukr,pax
838339426187161601,proukr,proukr,proukr
838394114592899078,proukr,proukr,pax
838886854602723329,proukr,proukr,proukr
839669114578747392,proukr,proukr,proukr
839890978106396673,proukr,proukr,dontcare
839913933460893696,pax,proukr,proukr
839974511533555712,dontcare,proukr,pax
840313776478048257,proukr,proukr,proukr
840686479307333633,proukr,proukr,proukr
840925660956774400,proukr,pax,proukr
841271050574880769,proukr,proukr,proukr
841316583888814080,pax,proukr,pax
841470193448714240,pax,proukr,pax
841657162925391872,proukr,proukr,proukr
841670211182956545,pax,pax,dontcare
842183341902299138,proukr,proukr,pax
842464555452239874,proukr,pax,dontcare
842519938476707841,proukr,pax,dontcare
842636957515726849,dontcare,proukr,pax
843245260088229890,proukr,proukr,pax
843279597961691138,proukr,proukr,pax
843433646962999296,proukr,proukr,dontcare
843434629994635265,prorus,proukr,pax
843489026875232261,pax,proukr,dontcare
843502075237580801,proukr,proukr,pax
843556423548067840,proukr,proukr,proukr
843819562160209920,dontcare,proukr,proukr
843870164131217408,proukr,proukr,proukr
844002818117767168,prorus,proukr,dontcare
844273312301793281,proukr,proukr,pax
844299286653362177,pax,proukr,pax
844661016185196548,proukr,proukr,proukr
844767424524148737,proukr,proukr,proukr
844853745439535104,dontcare,proukr,pax
844958585071243264,proukr,pax,dontcare
845000959575019520,pax,proukr,pax
845241051795378178,pax,proukr,proukr
845381446516822016,proukr,proukr,proukr
845409892060090370,pax,proukr,proukr
846132802357776385,pax,proukr,proukr
846183679630049280,proukr,proukr,proukr
846388582621347840,prorus,proukr,proukr
846400369852891136,dontcare,proukr,pax
846410393698238464,pax,proukr,proukr
846766919684378625,proukr,proukr,proukr
846871644756987906,proukr,pax,proukr
846905545663508480,proukr,proukr,pax
847146786166915077,proukr,pax,pax
847603349780168704,pax,proukr,dontcare
847899028826144768,proukr,proukr,proukr
848077376391180288,proukr,proukr,proukr
848122112527171584,proukr,proukr,dontcare
848164010860138497,proukr,proukr,proukr
848329022211620864,pax,proukr,dontcare
848440978277117952,pax,proukr,proukr
848499535089344512,pax,proukr,proukr
849124141483667456,proukr,proukr,proukr
849411796171620352,proukr,proukr,dontcare
849448663546040320,proukr,proukr,proukr
849641087367094274,proukr,pax,pax
849685715323506688,proukr,proukr,pax
850121274173083648,proukr,proukr,proukr
850148074831966209,proukr,proukr,proukr
850173122535751680,dontcare,proukr,pax
850397032514805760,proukr,pax,proukr
850460424080412674,proukr,proukr,pax
850819849869705216,proukr,pax,proukr
851094972048621569,proukr,proukr,dontcare
851872097290772480,pax,proukr,proukr
851892505872412675,proukr,proukr,proukr
851894658682699777,proukr,proukr,proukr
852112455660695552,proukr,proukr,proukr
852215731320233985,proukr,pax,pax
852262961511112704,proukr,proukr,pax
852660710832308224,dontcare,proukr,proukr
852927337658241024,proukr,proukr,proukr
853061770235260930,proukr,proukr,dontcare
853190786095210496,pax,pax,pax
853381369724063745,proukr,proukr,proukr
853462154376343552,proukr,proukr,proukr
853640815025033220,prorus,proukr,proukr
853681121049161728,proukr,proukr,proukr
854084992137408512,pax,proukr,proukr
854449144336982017,proukr,proukr,pax
854742374458720258,proukr,proukr,proukr
854829038829010945,proukr,pax,pax
855468534587174916,prorus,proukr,proukr
855472556673044480,proukr,proukr,proukr
855837339620265984,dontcare,proukr,pax
856131595518005253,proukr,proukr,proukr
856150089412132865,proukr,proukr,dontcare
856216775830253568,proukr,proukr,proukr
856312239761915904,proukr,proukr,pax
856787029287473152,pax,proukr,proukr
856814148088471552,proukr,proukr,pax
857307866163793920,proukr,proukr,proukr
857551308756312068,pax,pax,pax
857604230496038912,dontcare,proukr,dontcare
857613780641095681,proukr,proukr,pax
857802985468043265,proukr,proukr,pax
857852437264314368,proukr,proukr,proukr
857883113950658560,pax,pax,proukr
857936728165896204,proukr,proukr,proukr
858068707360354307,dontcare,proukr,proukr
858071844628422662,pax,pax,pax
858227186016428032,pax,proukr,pax
858270600091111424,proukr,proukr,proukr
858509735607361536,proukr,pax,proukr
858868909134434304,proukr,pax,pax
858939549271150592,pax,proukr,proukr
859061213526929408,proukr,proukr,dontcare
859410655878807553,pax,pax,pax
859449836008947713,proukr,proukr,proukr
859926840483491840,proukr,proukr,proukr
860024141327597568,prorus,proukr,proukr
860279213986914308,proukr,pax,pax
860305366776664064,pax,pax,pax
860522709100318724,proukr,proukr,pax
860668400699396096,proukr,proukr,pax
860947303187664896,prorus,proukr,pax
861055200588640256,pax,proukr,dontcare
861313605563592704,proukr,proukr,proukr
862106769862078464,proukr,proukr,dontcare
862242937156976642,proukr,proukr,proukr
862293912492310528,proukr,pax,pax
862324808939339777,proukr,proukr,dontcare
862370514907561984,proukr,proukr,pax
862640901465792512,proukr,pax,proukr
862957859314827264,proukr,proukr,dontcare
863000459576881152,proukr,proukr,pax
863080535681372160,proukr,proukr,proukr
863255447330897920,pax,proukr,proukr
863852250304663552,proukr,proukr,pax
863947629981519872,pax,proukr,proukr
864663235923820545,pax,proukr,dontcare
864678243626102784,proukr,proukr,proukr
865232482307719168,proukr,proukr,proukr
865261623619072000,proukr,proukr,proukr
865602530574688257,proukr,proukr,proukr
865621311795609600,pax,proukr,proukr
865677961919422464,proukr,pax,proukr
865718781594800130,proukr,proukr,proukr
865816941260185600,pax,proukr,proukr
866090223993733121,prorus,proukr,proukr
866658628178243585,proukr,pax,proukr
866949673461981184,proukr,proukr,pax
867034023096455168,proukr,proukr,proukr
867588350152130569,pax,proukr,proukr
867643763493027840,proukr,proukr,proukr
868019183216414721,pax,proukr,pax
868408599109926912,proukr,proukr,pax
868458599093293058,proukr,proukr,proukr
868648623608741888,proukr,proukr,proukr
868794661913100288,prorus,proukr,pax
868889219447443456,proukr,proukr,pax
868998110328049664,proukr,proukr,proukr
869139634449764353,pax,proukr,pax
869914029518663680,pax,proukr,proukr
869950852936683520,proukr,proukr,pax
870336150841548801,proukr,pax,pax
870402512834011136,pax,proukr,proukr
870406917507690498,proukr,proukr,dontcare
870420744970416128,proukr,proukr,proukr
870729947182227457,proukr,pax,pax
871020335889620993,proukr,proukr,pax
871140080194387973,dontcare,pax,pax
871150390217146368,pax,proukr,proukr
871257586737262593,dontcare,proukr,proukr
871326001342623744,proukr,proukr,proukr
871334310330208256,proukr,proukr,proukr
871341969569718273,proukr,proukr,pax
871383942276034566,proukr,proukr,proukr
871451915078336512,proukr,proukr,proukr
871460151177469953,proukr,pax,pax
871468959186509824,proukr,pax,proukr
871764556917460992,proukr,proukr,proukr
871858796179673089,proukr,proukr,proukr
872683388435648512,proukr,proukr,pax
872760396779847680,proukr,pax,pax
872877195068354560,proukr,proukr,proukr
872981963153395713,pax,proukr,pax
873087053952466945,proukr,proukr,dontcare
873185490375233537,pax,proukr,proukr
873245299782942722,proukr,pax,pax
873259990433320960,pax,proukr,pax
873378393844305920,pax,proukr,pax
873547291524833280,proukr,proukr,pax
873637773940359168,proukr,proukr,proukr
873642973342388225,proukr,proukr,proukr
873791606159286272,pax,proukr,proukr
873827065384112128,proukr,proukr,proukr
873879307436916736,proukr,proukr,proukr
874006150399877120,proukr,pax,proukr
874030504869285888,proukr,proukr,proukr
874182381095309312,pax,proukr,pax
874695632400908292,proukr,pax,pax
874860747410599937,pax,proukr,proukr
875105470830321666,proukr,pax,pax
875117953045348352,proukr,proukr,proukr
875169183599738881,proukr,proukr,proukr
875287477350682625,proukr,pax,pax
875687121540927489,prorus,proukr,pax
875759452393267200,proukr,pax,proukr
875901435010891776,proukr,proukr,proukr
876246370079744000,proukr,proukr,proukr
876524897534697473,proukr,pax,pax
876593417119297536,proukr,pax,proukr
876632298166341632,proukr,proukr,pax
876674644698427392,proukr,proukr,proukr
877379403877040128,proukr,proukr,proukr
878416176203919360,proukr,pax,pax
878617491429314561,proukr,proukr,proukr
878649193945980928,pax,proukr,proukr
879370182858219521,pax,proukr,proukr
879539283815653376,pax,proukr,proukr
880061763684892672,proukr,proukr,proukr
880080189715251200,dontcare,proukr,proukr
880141598960570369,proukr,proukr,proukr
880424816314130432,prorus,proukr,proukr
880510470108712960,proukr,proukr,proukr
880519768586899456,proukr,proukr,pax
880767254031470594,proukr,proukr,proukr
881578506903314432,proukr,proukr,proukr
882107214391115776,proukr,pax,pax
882172393527160832,dontcare,proukr,pax
882232731979198464,dontcare,proukr,pax
882305825188048896,proukr,proukr,pax
882738890527911936,pax,proukr,proukr
883016923830784002,prorus,proukr,proukr
883356036211421185,proukr,proukr,proukr
883529255853867008,proukr,proukr,pax
883691143522897920,proukr,proukr,proukr
884009395255771136,proukr,proukr,proukr
884023737745645572,proukr,pax,pax
884026896803037185,proukr,proukr,dontcare
884207218215854080,proukr,proukr,pax
884836951626534912,proukr,proukr,pax
885135157442695168,dontcare,proukr,pax
885224729417625604,dontcare,proukr,proukr
885276419672113152,proukr,proukr,proukr
885320295871107073,proukr,proukr,proukr
885626477127102466,pax,proukr,proukr
885822236409692161,proukr,pax,dontcare
885839574693490689,pax,proukr,proukr
885847781889499136,pax,proukr,pax
885885059617738752,proukr,proukr,pax
885928702734999552,proukr,proukr,proukr
885937130685554691,pax,pax,pax
885974198719533057,proukr,proukr,pax
886311721241071617,proukr,proukr,pax
886627915902799874,pax,proukr,pax
886649866734239745,pax,proukr,pax
886653465602273281,pax,proukr,proukr
887135536296734720,proukr,proukr,proukr
887585020684247040,prorus,proukr,proukr
887675243686490113,pax,proukr,proukr
